Pos,Num,name,Equipe,gender,Cat,Por Categoria,TOP 100,KM10,"KM21,1","KM 26,2",KM 30,"KM 34,2",time,Tempo Bruto,Vel.Média
2801,15031,WAGNER CAVALHEIRO,,Masculino,VET1M,380,,0:59:40,2:06:34,2:40:21,3:06:15,3:36:50,4:44:49,5:06:31,"8,89"
2802,13397,MARCELO ROBERTO DA SILVA,EAMSP-METRUS,Masculino,PRE-VETM,942,,1:00:09,2:07:27,2:43:57,3:12:04,3:42:34,4:44:52,4:59:46,"8,89"
2803,14951,SUELEN MARY SULLENTROP SPEHAR,,Feminino,MASTF,148,,1:02:40,2:14:57,2:47:22,3:11:31,3:42:31,4:44:55,4:59:00,"8,89"
2804,15559,PAULO GUILHERME AMARAL TOLEDO,ZTRACK,Masculino,VET1M,381,,1:03:17,2:14:14,2:48:01,3:14:37,3:44:42,4:45:00,5:12:26,"8,88"
2805,13663,ROBERTA CHRISTINA BUZZONI FELIX,NOVAEQUIPEPESTESULTRARUNNERS,Feminino,PRE-VETF,208,,1:05:31,2:23:14,,2:59:59,3:39:34,4:45:01,4:58:51,"8,88"
2806,14932,SERGIO CIGLIONE,TRIBUS ADVENTURE,Masculino,PRE-VETM,943,,1:01:03,2:09:16,2:42:22,3:07:32,3:36:58,4:45:01,5:07:42,"8,88"
2807,15109,AKIRA YASUTOME,,Masculino,VET1M,382,,1:03:20,2:16:22,2:50:19,3:15:37,3:44:53,4:45:10,5:12:18,"8,88"
2808,15645,SAMUEL HENRIQUE PESAVENTO,RUNNERSSPORTS,Masculino,PRE-VETM,944,,1:01:22,2:14:01,2:47:13,3:11:45,3:43:50,4:45:13,4:48:45,"8,88"
2809,13191,JODELI DE OLIVEIRA BORCHARTT,,Feminino,MASTF,149,,1:00:03,2:05:42,2:41:46,3:09:11,3:44:26,4:45:16,5:00:44,"8,87"
2810,13267,KATIA COGA,,Feminino,VET1F,61,,1:04:09,2:17:25,2:53:08,3:19:20,3:47:58,4:45:21,4:57:37,"8,87"
2811,15254,EDUARDO SERGIO SANTOS BRITO,CORRECORINTHIANS,Masculino,PRE-VETM,945,,1:01:00,2:07:30,2:41:32,3:09:58,3:42:14,4:45:27,5:09:59,"8,87"
2812,13125,HENRIQUE FELIX,NOVAEQUIPEPESTESULTRARUNNERS,Feminino,MASTF,150,,1:01:22,2:10:11,2:44:38,3:11:24,3:40:02,4:45:30,4:58:52,"8,87"
2813,15070,MARIA BEATRIZ DIETRICH,0,Feminino,MASTF,151,,1:01:32,2:11:34,2:45:51,3:13:16,3:45:20,4:45:31,5:11:52,"8,87"
2814,15422,LENE ARAUJO DE LIMA,,Masculino,VET1M,383,,1:04:31,2:15:10,2:47:59,3:12:49,3:43:39,4:45:36,5:15:16,"8,86"
2815,14763,PAMELLA JESSICA PEREIRA CAMARGO,,Feminino,MASTF,152,,1:03:55,2:15:32,2:50:36,3:16:52,3:46:54,4:45:39,5:00:52,"8,86"
2816,14137,CYNTIA CRISTINA CERONI CAZARIN HILKNER,F2ASSESSORIAESPORTIVA,Feminino,PRE-VETF,209,,1:03:54,2:15:31,2:50:36,3:16:52,3:46:53,4:45:40,5:00:53,"8,86"
2817,15393,JULIANA CASSINO,,Feminino,PRE-VETF,210,,1:07:31,2:20:09,2:54:35,3:20:07,3:47:56,4:45:44,5:11:21,"8,86"
2818,14052,CADO SANTOS,UPFIT TRAIL,Masculino,PRE-VETM,946,,1:07:31,2:20:08,2:54:37,3:20:09,3:48:01,4:45:44,5:11:23,"8,86"
2819,12048,MARCIO HELENO DE OLIVEIRA DA SILVA,ACADEMIA LETS FIT STO AMARO,Masculino,VET1M,384,,0:56:29,2:06:07,2:41:23,,3:43:42,4:45:52,4:48:12,"8,86"
2820,13556,PAULO SERGIO CUGNASCA,TRILOPEZ,Masculino,VET1M,385,,1:06:01,2:19:08,2:53:48,3:19:32,3:48:08,4:45:53,4:59:53,"8,86"
2821,14519,KAROLINE ANTUNES DA COSTA DOMINGUES,,Feminino,ADULF,23,,1:07:20,2:23:40,2:59:15,3:24:26,3:52:24,4:45:54,5:11:35,"8,86"
2822,10597,CARLOS ALBERTO DE BRITO,,Masculino,VET2M,98,,1:04:50,2:21:07,2:54:46,3:19:57,3:48:21,4:45:56,4:46:42,"8,85"
2823,14553,LEONARDO CAVALCANTE SOARES,LARUNNERS,Masculino,PRE-VETM,947,,0:56:42,1:59:41,2:31:56,3:00:12,3:34:12,4:45:56,5:07:58,"8,85"
2824,13711,RONALDO DIAS,SAVAZONI,Masculino,PRE-VETM,948,,1:06:49,2:18:27,2:52:19,3:18:29,3:47:35,4:45:57,5:15:24,"8,85"
2825,12765,COSMO MENEZES DE SOUZA,,Masculino,MASTM,779,,0:54:10,1:52:14,2:24:11,3:10:05,3:38:15,4:46:07,5:08:12,"8,85"
2826,14978,THIAGO PITOL,,Masculino,MASTM,780,,1:03:10,2:14:29,2:48:15,3:13:18,3:41:53,4:46:08,5:12:08,"8,85"
2827,15602,RICARDO EMIDIO ROGASSIO,,Masculino,PRE-VETM,949,,1:11:37,2:25:53,3:01:51,3:26:10,3:53:12,4:46:09,5:08:23,"8,85"
2828,14539,LARISSA RIBEIRO,IGORNICOLAUTEAM,Feminino,MASTF,153,,1:03:10,2:13:08,2:53:08,3:18:21,3:47:45,4:46:10,5:11:31,"8,85"
2829,14500,JULIANA,IGOR NICOLAU TEAM,Feminino,MASTF,154,,1:03:10,2:13:08,2:52:57,3:18:29,3:47:47,4:46:10,5:11:31,"8,85"
2830,14438,JANSEN SOUZA,,Masculino,PRE-VETM,950,,0:53:54,1:54:58,2:26:15,2:51:14,3:26:05,4:46:12,4:58:23,"8,85"
2831,11369,CARLA SANTOS REIS DE MOURA,,Feminino,MASTF,155,,1:04:42,2:19:24,2:55:04,3:21:05,3:49:02,4:46:13,4:48:13,"8,85"
2832,15327,GUILHERME FERRITE,,Masculino,ADULM,129,,0:53:44,1:57:41,2:33:32,3:07:42,3:41:02,4:46:16,5:15:17,"8,84"
2833,11337,ATRIA JULIANA MACHADO DA MOTA,ATIVITAL,Feminino,PRE-VETF,211,,1:00:29,2:12:38,2:49:54,3:16:37,3:47:13,4:46:16,4:51:28,"8,84"
2834,15428,LILIAN CRISTINA DE MELLO ALVES MOREIRA,,Feminino,VET2F,12,,1:02:40,2:12:45,2:49:13,3:17:09,3:45:26,4:46:17,5:00:22,"8,84"
2835,13518,NICOLAU SILVA,AVULSO,Masculino,PRE-VETM,951,,0:56:38,2:01:04,2:34:31,3:10:00,3:44:22,4:46:19,4:58:49,"8,84"
2836,14025,ARNALDO ROBERTO BIAZOTTO,,Masculino,MASTM,781,,1:00:26,2:08:55,2:43:09,3:09:44,3:41:37,4:46:19,5:09:19,"8,84"
2837,12837,EBER LOPES DE ALMEIDA,GIBAO,Masculino,PRE-VETM,952,,1:03:19,2:11:57,2:47:41,3:13:13,3:42:24,4:46:24,5:02:07,"8,84"
2838,14780,PAULO RICARDO DA SILVA,OSMURCHOS,Masculino,MASTM,782,,1:00:33,2:05:01,2:40:22,3:08:08,3:44:30,4:46:25,5:11:23,"8,84"
2839,15579,RAFAEL FERREIRA LEITE,,Masculino,MASTM,783,,1:04:33,2:13:57,2:47:12,3:11:15,3:38:29,4:46:27,5:17:07,"8,84"
2840,15062,YURI FREITAS,,Masculino,ADULM,130,,0:58:39,2:06:01,2:40:14,3:07:13,3:40:30,4:46:27,5:08:37,"8,84"
2841,14207,EDIMILSON FERREIRA DE MORAES,,Masculino,PRE-VETM,953,,0:56:30,2:01:27,2:35:15,3:01:03,3:33:51,4:46:28,5:10:04,"8,84"
2842,15018,VINICIUS OLIVEIRA CARDOSO,,Masculino,MASTM,784,,0:56:39,2:02:22,2:40:04,3:02:48,3:33:29,4:46:28,5:08:20,"8,84"
2843,11195,THYGO BACHIM,,Masculino,MASTM,785,,1:00:56,2:10:48,2:46:31,3:13:00,3:43:16,4:46:31,4:50:32,"8,84"
2844,15487,MARIA APARECIDA PALUDO,,Feminino,PRE-VETF,212,,1:05:04,2:20:55,2:56:46,3:22:46,3:50:28,4:46:31,5:01:22,"8,84"
2845,12198,PAULO HENRIQUE ELIAS BRITO HENRIQUE,LB ESPORTES,Masculino,ADULM,131,,0:59:10,2:06:18,2:40:18,3:06:45,3:36:23,4:46:42,4:59:24,"8,83"
2846,15601,RICARDO BEZERRA DA SILVA,AVULSO,Masculino,PRE-VETM,954,,0:58:05,2:03:43,2:40:05,3:09:55,3:45:58,4:46:44,5:12:46,"8,83"
2847,11247,ALEXANDRE AQUINO,,Masculino,MASTM,786,,1:02:29,2:16:52,2:50:20,3:18:08,3:48:07,4:46:46,4:58:32,"8,83"
2848,13524,NUBIA ALVES DIOGO,NAO TENHO EQUIPE,Feminino,VET1F,62,,0:58:00,2:06:49,2:43:16,3:11:50,3:43:47,4:46:47,4:59:21,"8,83"
2849,10886,LEIDIMAR DE JESUS MARTOS,,Masculino,PRE-VETM,955,,1:04:56,2:21:44,3:02:18,3:28:46,3:54:15,4:46:50,4:48:40,"8,83"
2850,14751,NILSON WATANABE,NENHUM,Masculino,PRE-VETM,956,,0:57:24,2:01:58,2:35:06,2:59:32,3:27:39,4:46:50,4:51:04,"8,83"
2851,10630,CRISTINA FRANCISCO MARTOS,,Feminino,PRE-VETF,213,,1:04:58,2:21:45,3:02:31,3:28:47,3:54:25,4:46:51,4:48:40,"8,83"
2852,12653,ARTIME ALVES COSTA,THADEU MELO TEAM,Masculino,PRE-VETM,957,,1:01:06,2:10:54,2:45:03,3:10:46,3:40:44,4:46:53,5:03:49,"8,83"
2853,11296,ANDRE LUIZ LEITE,,Masculino,PRE-VETM,958,,0:58:33,2:03:01,2:37:27,3:05:24,3:39:16,4:46:53,4:50:48,"8,83"
2854,12327,ROGER SOARES,,Masculino,MASTM,787,,0:58:43,2:02:58,2:38:42,3:08:07,3:44:22,4:46:58,5:00:55,"8,82"
2855,14572,LUCAS SERTORIO CARRASCOZA,MEDITAOASSESSORIAESPORTIVA,Masculino,ADULM,132,,1:03:14,2:11:00,2:45:47,3:11:03,3:45:52,4:47:06,5:15:56,"8,82"
2856,14242,ELISANGELA REIS SANCHEZ,,Feminino,PRE-VETF,214,,1:00:20,2:08:18,2:41:19,3:09:39,3:44:12,4:47:08,5:00:06,"8,82"
2857,14868,ROBERTO STEFANINI,,Masculino,PRE-VETM,959,,1:01:48,2:08:35,2:40:44,3:05:01,3:38:36,4:47:14,5:10:06,"8,81"
2858,14750,NILSON LEE,,Masculino,PRE-VETM,960,,1:01:49,2:09:02,2:44:53,3:09:07,3:38:04,4:47:15,5:13:04,"8,81"
2859,13655,RICARDO VIANA DE SOUSA,CORREDORESDAZONANORTE,Masculino,MASTM,788,,1:01:49,2:08:36,2:41:41,3:09:34,3:42:34,4:47:15,5:10:07,"8,81"
2860,13866,WESLEY CASTRO,,Masculino,MASTM,789,,0:52:02,1:51:09,2:22:54,2:48:41,3:33:12,4:47:16,5:02:40,"8,81"
2861,13659,RIOLANDO JOSE DO VALLE,,Masculino,VET1M,386,,0:56:27,2:02:36,2:35:33,3:01:19,3:33:31,4:47:19,5:03:11,"8,81"
2862,15294,FELICIANO DE CASTRO,CONQUISTA,Masculino,VET1M,387,,1:02:30,2:09:39,2:44:07,3:10:38,3:43:45,4:47:20,5:16:17,"8,81"
2863,12239,RAFAELA DE ALMEIDA FERNANDES MARCELLO,,Feminino,MASTF,156,,1:02:32,2:14:47,2:50:48,3:18:05,3:47:08,4:47:23,4:59:54,"8,81"
2864,11390,CARLOS SECATO,MOISESTEDESCHIASSESSORIAESPORTIVA,Masculino,MASTM,790,,1:00:41,2:10:55,2:46:18,3:13:25,3:44:00,4:47:29,4:51:37,"8,81"
2865,13023,FLAVIO DA SILVA DANTAS,,Masculino,PRE-VETM,961,,1:04:13,2:15:23,2:50:32,3:17:42,3:48:26,4:47:31,5:14:22,"8,81"
2866,14359,GILBERTO LINO VIEIRA,,Masculino,PRE-VETM,962,,0:58:20,2:06:45,2:40:41,3:07:43,3:36:47,4:47:32,5:02:08,"8,80"
2867,14405,HERMES DE PAULA SILVA,,Masculino,PRE-VETM,963,,0:56:11,1:57:28,2:29:15,2:53:51,3:24:18,4:47:35,5:10:44,"8,80"
2868,12730,CINTIA SUELI GOMES GUERRA,DUALFIT,Feminino,VET1F,63,,,2:12:54,2:48:43,3:15:48,3:46:29,4:47:39,5:13:35,"8,80"
2869,14496,JOSEFA ALVES DOS SANTOS,,Feminino,PRE-VETF,215,,1:04:16,2:15:27,2:50:36,3:17:45,3:48:29,4:47:39,5:14:27,"8,80"
2870,11420,CLAUDIA REGINA ZANELLA CRUZ,TATINHOS RUNNERS ASSESSORIA ESPORTIVA,Feminino,PRE-VETF,216,,1:01:34,2:14:18,2:51:02,3:19:01,3:49:07,4:47:41,4:52:43,"8,80"
2871,14909,ROSENEI DA LUZ AZEVEDO,DUALFIT,Feminino,VET1F,64,,1:01:26,2:12:54,2:48:31,3:15:47,3:46:25,4:47:41,5:13:37,"8,80"
2872,15424,LETICIA CARDOSO DE SOUZA,,Feminino,ADULF,24,,1:05:17,2:16:50,2:51:59,3:19:47,3:48:58,4:47:43,5:16:33,"8,80"
2873,14061,CARLOS ALBERTO DA SILVA,,Masculino,VET1M,388,,1:00:08,2:11:32,2:46:01,3:14:27,3:44:15,4:47:52,5:12:23,"8,79"
2874,13456,MARIO MARCELO DE OIVEIRA,,Masculino,PRE-VETM,964,,0:59:04,2:06:11,2:41:02,3:08:24,3:38:44,4:47:53,5:04:04,"8,79"
2875,12888,EDVALDO TEIXEIRA DA SILVA,,Masculino,VET1M,389,,1:02:39,2:15:08,2:50:46,3:17:42,3:51:04,4:47:56,4:49:01,"8,79"
2876,14840,RENE BALDRESCA DUARTE,,Masculino,MASTM,791,,1:00:36,2:08:04,2:42:39,3:10:38,3:41:46,4:47:56,5:13:10,"8,79"
2877,15137,ANDRE LUIZ MORENO,,Masculino,PRE-VETM,965,,1:04:43,2:15:12,2:48:33,3:16:16,3:46:54,4:47:57,5:17:18,"8,79"
2878,14138,DAGMAR REGINA DIBBERN,,Feminino,PRE-VETF,217,,1:01:35,2:15:42,2:54:15,3:23:13,3:54:24,4:47:57,4:51:57,"8,79"
2879,14051,BRUNO RUSSI,,Masculino,MASTM,792,,1:03:24,2:10:40,2:44:47,3:09:39,3:40:32,4:48:01,5:13:25,"8,79"
2880,14269,FABIANA ELISANGELA DE ARRUDA LEAO SOUZA,,Feminino,PRE-VETF,218,,1:02:32,2:13:59,2:49:51,3:16:50,3:46:36,4:48:02,5:01:04,"8,79"
2881,12934,ERIKA CAMPOS DE ALMEIDA,NOVAEQUIPE,Feminino,MASTF,157,,1:02:34,2:14:48,2:50:49,3:17:04,3:44:35,4:48:02,5:00:31,"8,79"
2882,14262,ERILUCIO FABIO DA COSTA,ADOLFORUNNERFRIENDS,Masculino,PRE-VETM,966,,1:03:49,2:13:16,2:46:21,3:11:08,3:38:43,4:48:06,5:03:33,"8,79"
2883,12774,DAIANA CONTE,ACQUAFLASH,Feminino,MASTF,158,,0:56:55,2:03:44,2:41:02,3:10:25,3:44:30,4:48:07,5:10:08,"8,79"
2884,12478,VINICIUS DA CRUZ MARQUES DE CARVALHO,,Masculino,ADULM,133,,1:00:01,2:06:18,2:40:48,3:05:25,3:36:41,4:48:08,4:54:08,"8,79"
2885,13643,RICARDO DE SOUZA OLIVEIRA,,Masculino,VET1M,390,,1:04:47,2:17:57,2:52:57,3:18:50,3:47:32,4:48:09,5:04:03,"8,79"
2886,12559,ALINE LAIGNIER SOARES YOSHIKAWA,FITLABORE,Feminino,MASTF,159,,1:00:14,2:07:40,2:42:23,3:10:44,3:42:07,4:48:10,5:01:36,"8,79"
2887,14034,BETANIA MARCIANA SILVA DE ARAUJO,SCOOBY QUALITY RUN,Feminino,VET1F,65,,1:04:10,2:15:04,2:49:09,3:14:44,3:42:53,4:48:14,5:11:14,"8,78"
2888,15264,ELIETE OLIVEIRA ANACLETO,,Feminino,PRE-VETF,219,,1:04:38,2:17:46,2:53:04,3:19:42,3:49:14,4:48:16,5:16:03,"8,78"
2889,15350,HUMBERTO CAMARGO BRANDAO NETO,,Masculino,ADULM,134,,1:03:59,2:13:52,2:48:52,3:15:56,3:45:30,4:48:20,5:15:14,"8,78"
2890,14288,FABIO MIACO,,Masculino,PRE-VETM,967,,1:06:05,2:14:19,2:49:01,3:14:39,3:44:49,4:48:21,5:11:56,"8,78"
2891,14183,DHONATAN FELIPE,VAMUCORRERIBIUNA,Masculino,MASTM,793,,1:02:47,2:10:08,2:42:29,3:06:03,3:37:08,4:48:24,5:05:38,"8,78"
2892,14273,FABIANO JOSE DA SILVA,,Masculino,PRE-VETM,968,,0:59:06,2:11:27,2:48:43,3:17:53,3:52:23,4:48:27,5:17:22,"8,78"
2893,12169,NILO GILVANDO BERNARDO,EDUCA,Masculino,VET1M,391,,0:57:53,2:00:32,2:36:27,3:07:26,3:42:29,4:48:27,5:06:13,"8,78"
2894,15204,CLAUDIO DOMIENIKAN,TOTALIT,Masculino,VET1M,392,,1:02:45,2:16:27,2:55:25,3:21:45,3:50:30,4:48:33,5:10:34,"8,77"
2895,14944,SILVIA RIBEIRO TAVARES,PRATA RUNNER'S,Feminino,PRE-VETF,220,,1:07:09,2:19:52,2:54:56,3:24:20,3:53:28,4:48:35,5:13:25,"8,77"
2896,15186,CAROLINA RABELLO CARDOSO GIARDINO,,Feminino,MASTF,160,,1:02:04,2:12:18,2:48:44,3:15:51,3:47:04,4:48:42,5:05:16,"8,77"
2897,15930,THOMAS JOSEPH SULLIVAN,,Masculino,ADULM,135,,1:07:07,2:21:29,2:56:24,3:22:17,3:51:26,4:48:43,5:19:01,"8,77"
2898,12247,REGIANE RAIMUNDA DA SILVA,SPEEDRUN,Feminino,MASTF,161,,0:58:42,2:08:09,2:46:11,3:13:27,3:45:03,4:48:44,4:50:26,"8,77"
2899,12289,ROBELICE BARBOSA TOBIAS,SPEEDRUN,Feminino,PRE-VETF,221,,0:58:42,2:08:09,2:46:01,3:13:27,3:45:07,4:48:44,4:50:27,"8,77"
2900,14948,SONIA FELICIO,FERASDOASFALTO,Feminino,PRE-VETF,222,,1:05:54,2:23:35,2:58:43,3:24:16,3:51:58,4:48:45,5:11:04,"8,77"
2901,11457,DANIELA FATIMA DO NASCIMENTO PEDRO,CORPOSADE,Feminino,MASTF,162,,0:58:42,2:06:38,2:42:38,3:07:59,3:42:18,4:48:45,4:53:45,"8,77"
2902,15022,VITOR PEREIRA PINTO,DUNAMIS,Masculino,ADULM,136,,1:00:38,2:05:40,2:39:55,3:07:33,3:42:12,4:48:53,5:13:22,"8,76"
2903,14246,EMERSON ALVES,,Masculino,MASTM,794,,1:02:58,2:12:41,2:48:31,3:16:33,3:47:03,4:49:01,5:10:56,"8,76"
2904,13993,ANDREA MARIA MILANEZI,,Feminino,MASTF,163,,1:05:00,2:19:15,2:54:20,3:20:23,3:49:51,4:49:07,5:12:22,"8,76"
2905,14697,MARIO SMIRIGLIO,EQUIPEDESAFIOACMOSASCO,Masculino,VET2M,99,,1:05:02,2:19:15,2:54:34,3:19:31,3:49:52,4:49:07,5:12:21,"8,76"
2906,13906,ADELAIDE DUARTE DE ARAUJO,,Feminino,VET1F,66,,1:05:42,2:21:17,2:55:14,3:22:38,3:52:36,4:49:08,5:03:02,"8,76"
2907,13637,RENATO TEIXEIRA,CORRENDOCOMREMOURA,Masculino,PRE-VETM,969,,0:58:20,2:08:04,2:46:51,3:16:15,3:49:30,4:49:11,5:02:11,"8,76"
2908,12501,ACACIA DUARTE DE ARAUJO CALDAS,COXINHARUN,Feminino,VET1F,67,,1:05:45,2:21:20,2:55:17,3:22:41,3:52:43,4:49:11,5:03:03,"8,75"
2909,11187,ROGER RICARDO MORAES DA SILVA,NENHUM,Masculino,MASTM,795,,0:48:19,1:52:42,2:28:57,3:07:56,3:50:06,4:49:14,4:49:19,"8,75"
2910,12739,CLAUDIA ROBERTA SANTOS QUEIROZ,,Feminino,PRE-VETF,223,,1:02:52,2:17:16,2:52:58,3:19:34,3:49:20,4:49:16,5:07:52,"8,75"
2911,14515,KAIQUE ARRIEL,,Masculino,ADULM,137,,1:01:47,2:06:37,2:43:18,3:10:45,3:41:31,4:49:17,5:04:34,"8,75"
2912,14154,DANIEL SIMAO DE ANDRADE,,Masculino,ADULM,138,,1:01:48,2:06:38,2:43:13,3:10:45,3:41:25,4:49:17,5:04:34,"8,75"
2913,13708,RONALDO ALBERTO DE OLIVEIRA,SEVENRUNNERS,Masculino,VET2M,100,,0:59:09,2:05:14,2:38:41,3:07:15,3:42:54,4:49:20,5:06:09,"8,75"
2914,15144,ANDREIA DOS SANTOS,,Feminino,PRE-VETF,224,,1:05:09,2:16:20,2:53:38,3:21:09,3:51:55,4:49:25,5:19:49,"8,75"
2915,15370,JAQUICELE DE SOUZA,,Feminino,MASTF,164,,1:05:10,2:16:21,2:53:35,3:21:11,3:51:57,4:49:26,5:19:48,"8,75"
2916,15909,MICHELE DAVID DA CRUZ,CIADACORRIDA,Feminino,PRE-VETF,225,,1:08:03,2:22:17,2:58:18,3:24:29,3:52:48,4:49:27,5:02:00,"8,75"
2917,12999,FERNANDA G PAIXAO,FITLABORE,Feminino,MASTF,165,,0:59:41,2:09:27,2:43:40,3:12:01,3:43:29,4:49:28,5:01:37,"8,75"
2918,12736,CLAUDIA MORENO,,Feminino,PRE-VETF,226,,1:03:00,2:24:09,2:58:05,3:25:56,3:52:52,4:49:30,5:03:12,"8,75"
2919,15555,PAULO FERNANDO MAGALHAES FRANCO,,Masculino,VET2M,101,,1:11:18,2:25:05,3:00:46,3:27:15,3:55:00,4:49:36,5:16:38,"8,74"
2920,11154,VINICIUS TOCEGUI VIEIRA,,Masculino,ADULM,139,,1:01:00,2:09:59,2:44:26,3:10:42,3:40:16,4:49:36,4:50:01,"8,74"
2921,13938,ALEXANDRE EMERSON DA SILVA,MELQUIADESRUNNING,Masculino,VET1M,393,,0:58:56,2:11:40,2:54:33,3:31:39,,4:49:37,5:11:23,"8,74"
2922,14308,FELIPE SUZUKI,,Masculino,ADULM,140,,1:06:28,2:21:41,2:54:45,3:20:26,3:49:16,4:49:38,5:12:39,"8,74"
2923,14702,MATEUS CAMARGO JR,RODIN,Masculino,VET1M,394,,1:05:34,2:21:09,2:56:16,3:21:38,3:50:12,4:49:44,5:07:12,"8,74"
2924,14204,EDILENE SEGHESSI DA SILVA MORAES,,Feminino,MASTF,166,,1:03:19,2:18:08,2:54:04,3:20:50,3:48:41,4:49:50,5:07:13,"8,74"
2925,10552,ANDERSON MORETI VAR,EQUIPE SANTISTA RUN,Masculino,PRE-VETM,970,,0:57:57,2:16:30,2:55:35,3:20:38,3:52:30,4:49:51,4:51:39,"8,73"
2926,12891,ELAINE CARPINI,AAARUNNERS,Feminino,PRE-VETF,227,,1:01:27,2:13:14,2:50:40,3:19:37,3:53:21,4:49:52,5:03:49,"8,73"
2927,10670,EDIVALDO ARAUJO,EQUIPE DUNO,Masculino,VET1M,395,,1:01:01,2:10:47,2:46:44,3:14:13,3:43:17,4:49:53,4:55:34,"8,73"
2928,12815,DESIREE BRANDT,CORREBANDO,Feminino,PRE-VETF,228,,1:02:59,2:15:38,2:52:04,3:19:38,3:49:44,4:49:53,5:02:12,"8,73"
2929,12278,RICARDO LUIZ DE MEDEIROS LIMA,,Masculino,VET2M,102,,1:01:04,2:10:50,2:47:03,3:14:20,3:44:35,4:49:54,4:55:34,"8,73"
2930,15634,ROGERIO RODRIGUES CORREIA,,Masculino,PRE-VETM,971,,1:00:21,2:07:21,2:41:07,3:06:48,3:38:01,4:49:55,5:16:56,"8,73"
2931,12456,VALTER JOSE DOS SANTOS MECENA,CAVEIRAS,Masculino,VET1M,396,,0:59:03,2:07:54,2:42:46,3:09:43,3:42:22,4:50:07,4:53:52,"8,73"
2932,12452,VALERIA MARIA DE SOUZA MUSSIGNATTI,EQUIPEJABAQUARADECORRIDAS,Feminino,PRE-VETF,229,,1:03:43,2:21:41,2:55:12,3:21:46,3:50:08,4:50:08,4:52:51,"8,73"
2933,10681,EDUARDO MARTINIANO DE QUEIROZ,PESTES ULTRA RUNNERS / LHAMA TEAM,Masculino,PRE-VETM,972,,0:50:10,1:52:48,2:29:30,2:54:38,,4:50:10,4:50:18,"8,72"
2934,14148,DANIEL JORDAO CAMPOS CATULE DE MATTOS,,Masculino,PRE-VETM,973,,0:59:02,2:07:23,2:42:55,3:09:41,3:40:44,4:50:14,5:12:48,"8,72"
2935,15712,YURI SILVA NASCIMENTO,,Masculino,VET1M,397,,1:03:29,2:15:30,2:49:54,3:15:55,3:45:39,4:50:16,5:18:05,"8,72"
2936,14049,BRUNO NOGUEIRA,NBRUNNING TEAM,Masculino,PRE-VETM,974,,0:57:42,2:04:44,2:40:52,3:08:45,3:41:01,4:50:17,5:13:14,"8,72"
2937,13962,ANA CRISTINA DE ABREU CONCEICAO,,Feminino,VET1F,68,,1:00:48,2:10:38,2:47:01,3:17:45,3:49:44,4:50:17,5:03:54,"8,72"
2938,15408,KATIA SANCHES PARRA,,Feminino,VET1F,69,,1:04:46,2:19:01,2:55:32,3:21:35,3:50:41,4:50:19,5:14:57,"8,72"
2939,14010,ANTONIO GORDILHO,,Masculino,MASTM,796,,1:02:21,2:13:49,2:50:15,3:17:18,3:46:15,4:50:22,4:53:53,"8,72"
2940,15169,BRUNO TAKEO KOMURA,,Masculino,MASTM,797,,1:04:45,2:15:18,2:48:22,3:12:49,3:40:46,4:50:24,5:19:47,"8,72"
2941,14555,LEONARDO LUCAFO,,Masculino,PRE-VETM,975,,0:59:31,2:09:00,2:44:18,3:13:41,3:46:02,4:50:26,5:12:23,"8,72"
2942,11624,FABIO CRISTIANO AGUIAR,,Masculino,PRE-VETM,976,,1:00:59,2:13:57,2:52:09,3:19:55,3:49:36,4:50:34,4:55:39,"8,71"
2943,14498,JOSIVALDO DA SILVA CUNHA,SESCSANTOANDR,Masculino,MASTM,798,,0:55:02,1:59:07,2:36:21,3:07:45,3:40:55,4:50:34,5:16:49,"8,71"
2944,14121,CLESIO BUENO,100 LIMITES,Masculino,PRE-VETM,977,,1:00:09,2:06:49,2:43:38,3:09:48,3:46:50,4:50:41,5:14:14,"8,71"
2945,14472,JOSE CARLOS FERNANDO,ZTRACK ESPORTE E SAUDE,Masculino,VET1M,398,,1:05:29,2:14:58,2:51:12,3:23:36,,4:50:42,5:18:29,"8,71"
2946,14178,DENISE FARIA CORA,BOLARUNNING,Feminino,PRE-VETF,230,,1:00:34,2:05:51,2:37:45,3:01:19,3:29:24,4:50:43,5:09:38,"8,71"
2947,14431,IVO BRANDAO,AVULSO,Masculino,MASTM,799,,1:00:35,2:05:51,2:37:45,3:01:20,3:29:24,4:50:44,5:09:39,"8,71"
2948,12697,CARLOS ALEXANDRE FONTANA,,Masculino,PRE-VETM,978,,1:02:48,2:15:01,2:50:32,3:17:28,3:47:28,4:50:45,4:54:55,"8,71"
2949,14739,NATALIA LEMUS DUARTE LIMA,ADRIANO BASTOS TREINAMENTO ESPORTIVO,Feminino,MASTF,167,,1:05:46,2:19:23,2:55:34,3:23:08,3:52:36,4:50:48,5:06:19,"8,71"
2950,15064,ZENILDA MELO,,Feminino,VET1F,70,,1:00:49,2:10:33,2:47:14,3:16:48,3:49:31,4:50:52,5:12:40,"8,70"
2951,12663,BIANCA SOUZA PAES,AMIGOS DO CARLAO,Feminino,MASTF,168,,1:06:43,2:19:09,2:54:28,3:22:29,3:51:38,4:50:52,5:06:13,"8,70"
2952,13674,ROBSON MENEZES DA SILVA SANTANA,AMIGOS DO CARLAO,Masculino,MASTM,800,,1:06:41,2:19:08,2:54:27,3:22:31,3:51:38,4:50:55,5:06:17,"8,70"
