Pos,Num,name,Equipe,gender,Cat,Por Categoria,PC1_42K,PC2_42K,PC3_42K,time,Tempo Bruto,Vel.Média
1584,3549,ADRIANO JOSE MACHADO PALHARES,42K,Masculino,M3034,195,0:39:24,1:51:32,3:20:40,3:59:11,4:00:25,5:41
1585,3560,VANESSA APARECIDA RATHLEF,VANESSA RATHLEF,Feminino,F3539,61,0:40:11,1:49:51,3:20:29,3:59:15,4:02:03,5:42
1586,422,CAROLINA BALDANCA DOS SANTOS,GO ASSESSORIA ESPORTIVA,Feminino,F2529,24,0:44:11,1:58:50,3:25:54,3:59:16,4:02:32,5:42
1587,1516,DAVID PEREIRA DA SILVA FILHO,,Masculino,M4044,323,0:38:13,1:48:10,3:19:00,3:59:21,4:00:11,5:42
1588,1922,MANUEL RIBEIRO PALHARES NETO,APICE,Masculino,M3539,302,0:39:21,1:49:46,3:19:35,3:59:23,4:00:45,5:42
1589,1780,PAULO GUILHERME CORTES PASSOS,,Masculino,M4044,324,0:37:03,1:43:55,3:18:02,3:59:24,4:00:56,5:42
1590,1600,TIAGO ALVES FEITEIRO,GLADSON SPORTS,Masculino,M3539,303,0:39:19,1:51:41,3:21:49,3:59:25,3:59:39,5:42
1591,1299,JORGE FRANCISCO TAVARES FURTADO,DESAFIE VOCE,Masculino,M5559,40,0:39:44,1:50:49,3:20:31,3:59:25,4:03:12,5:42
1592,2453,BRUNO MAGGI SCHWARZ,FS ASSESSORIA,Masculino,M4044,325,0:39:18,1:50:31,3:20:12,3:59:27,4:01:32,5:42
1593,3220,CARINA CRISTIANA SCHILLING,,Feminino,F3539,62,0:40:37,1:53:06,3:20:56,3:59:29,4:02:26,5:42
1594,190,FERNANDO ALIAGA FRANCO,RUN UP,Masculino,M3539,304,,1:50:12,3:19:33,3:59:29,4:01:05,5:42
1595,1823,ADRIANO JUNIOR COELHO DA SILVA,GALGOS,Masculino,M2529,87,,1:47:42,3:17:48,3:59:31,4:01:10,5:42
1596,1398,RAFAEL ARRUDA GUIMARARES,GH RUNNING,Masculino,M4044,326,0:40:16,1:51:56,3:21:32,3:59:31,4:03:44,5:42
1597,2553,ANDREA ARARUNA COUCEIRO,SEGUE A PELEJA,Feminino,F4044,77,0:41:32,1:50:59,3:19:30,3:59:31,4:02:54,5:42
1598,1625,JEYSON BARBOSA PEREIRA,CBMDF,Masculino,M3539,305,0:37:04,1:43:38,3:15:48,3:59:32,4:00:56,5:42
1599,2539,MARCO ANTONIO MOLINA,,Masculino,M5054,97,0:39:30,1:50:58,3:19:42,3:59:34,4:00:40,5:42
1600,2174,GIOVANNI VOLPATO FEFERBAUM,V8 ASSESSORIA,Masculino,M3034,196,0:39:08,1:46:56,3:16:34,3:59:35,4:01:49,5:42
1601,2726,VALERIA PATO PINHEIRO BASTOS,,Feminino,F6064,2,0:39:49,1:51:46,3:21:44,3:59:36,4:01:07,5:42
1602,2733,JOSE CARLOS RODRIGUES BATISTA,OS MADRUGADEIROS,Masculino,M5559,41,0:39:04,1:50:07,3:19:18,3:59:37,4:00:36,5:42
1603,3504,ARIEL DA SILVA DIAS,GUTTO RUNNING,Masculino,M4044,327,0:39:28,1:51:23,3:20:48,3:59:38,3:59:58,5:43
1604,668,EDUARDO BOFF BACHA,FLORIPA RUNNER,Masculino,M4549,190,0:40:25,1:50:45,3:19:56,3:59:38,3:59:38,5:43
1605,809,RAPHAEL CORDEIRO CAVALCANTE MARQUES,,Masculino,M4044,328,0:44:46,1:57:28,3:22:02,3:59:39,4:02:46,5:43
1606,383,MAURICIO RAFAEL SCHWERTZ,RCR RUN,Masculino,M3539,306,0:40:39,1:53:27,3:23:17,3:59:40,4:01:46,5:43
1607,1710,AIRTON RECK DA SILVA,AGUIAS DA SERRA,Masculino,M5559,42,0:43:31,1:56:40,3:21:26,3:59:41,4:02:16,5:43
1608,1565,BATTENBERG PONTES DA COSTA,,Masculino,M4549,191,0:38:18,1:50:00,3:20:30,3:59:45,4:00:26,5:43
1609,565,HUGO HENRIQUE WEISS,EU E DEUS,Masculino,M3034,197,0:41:25,1:50:56,3:18:54,3:59:45,4:02:27,5:43
1610,3438,MARCELO CAMPIOLO LUZ,V8 ASSESSORIA ESPORTIVA,Masculino,M3539,307,0:41:12,1:53:53,3:22:28,3:59:49,4:02:44,5:43
1611,3195,MARCOS HILARIO NUNES DE SOUSA,,Masculino,M4549,192,0:36:02,1:44:17,3:18:05,3:59:54,4:00:35,5:43
1612,2668,GUILHERME STEGEMANN,,Masculino,M3034,198,0:40:49,1:53:44,3:22:17,3:59:55,4:03:17,5:43
1613,3194,LEONARDO SCHUH,LEO MELLO SPORTS,Masculino,M3034,199,0:40:03,1:55:58,3:21:24,3:59:56,4:02:22,5:43
1614,3497,FELIPE CARLOS MAIA,,Masculino,M2529,88,0:37:16,1:46:19,3:20:26,3:59:57,4:01:41,5:43
1615,3636,ALCEBIADES DA ROSA SCHEFER,,Masculino,M5054,98,0:40:02,1:52:50,3:21:57,3:59:59,4:01:16,5:43
1616,1151,GILDILENE RAMOS COSTA,SA RUN,Feminino,F4044,78,0:39:59,1:51:26,3:21:22,4:00:04,4:00:16,5:43
1617,520,GILMAR TITON,,Masculino,M4549,193,0:40:10,1:50:37,3:17:48,4:00:06,4:01:22,5:43
1618,847,ANDREA BAIXO FERNANDES,ENDURANCE ON,Feminino,F4549,44,0:39:05,1:49:27,3:21:00,4:00:09,4:01:19,5:43
1619,973,THALLYS ANACLETO,,Masculino,M3034,200,0:38:08,1:47:20,3:20:27,4:00:12,4:00:57,5:43
1620,658,LUIZ FERNANDO NEVES CARNEIRO,TEAM MUV,Masculino,M4549,194,0:39:39,1:49:59,3:20:39,4:00:12,4:00:48,5:43
1621,1477,MYLLENA BARBOSA PEIXOTO MIOTTO,,Feminino,F3034,43,0:35:57,1:43:39,3:16:49,4:00:13,4:00:57,5:43
1622,3263,THIAGO CAMPOS PAIXAO,,Masculino,M4044,329,0:38:14,1:46:30,3:15:10,4:00:15,4:01:43,5:43
1623,1699,CRISTIAN WAGNER PINTO,MW,Masculino,M5054,99,0:40:46,1:51:21,3:20:33,4:00:15,4:01:58,5:43
1624,2515,RICARDO OLIVEIRA,,Masculino,M4549,195,0:40:02,1:50:11,3:18:36,4:00:20,4:03:25,5:43
1625,3581,DIEGO ALBERTO GALERA,,Masculino,M4549,196,0:38:49,1:44:23,3:12:35,4:00:21,4:02:43,5:43
1626,1354,FILLIPPE VITAL DE SOUSA GUEDES,,Masculino,M4044,330,0:38:01,1:56:26,3:22:33,4:00:23,4:03:37,5:43
1627,2682,ERIC ROCHA DA SILVA,M3 GRUPO DE CORRIDA CONFEREL,Masculino,M2024,29,0:38:48,1:43:46,3:11:05,4:00:25,4:03:07,5:43
1628,1810,DANILO GOMES CHAGAS,CLUBE INGA DE CORRIDA,Masculino,M3539,308,0:40:04,1:50:02,3:23:26,4:00:27,4:01:16,5:43
1629,3771,REJANE MARINHO,BATOM NA PISTA,Feminino,F3539,63,0:35:15,1:38:37,3:05:11,4:00:28,4:01:08,5:43
1630,509,VINICIUS PLENTZ DE OLIVEIRA,VINI PLENTZ ASSESSORIA DE CORRIDA,Masculino,M2529,89,0:35:06,1:41:10,3:13:44,4:00:35,4:00:52,5:44
1631,1217,GABRIEL ARAUJO KHOURY,T2 TEAM TRIATHLON,Masculino,M3034,201,0:39:45,1:51:34,3:21:37,4:00:36,4:01:55,5:44
1632,2268,JULIANA BACCIOTTI QUAGLIATO,HIPICA CAMPINAS,Feminino,F4044,79,0:39:00,1:48:56,3:20:01,4:00:38,4:02:11,5:44
1633,3782,VICTOR MASSASHI SHINTO,,Masculino,M3539,309,0:35:59,1:42:59,3:14:29,4:00:40,4:01:41,5:44
1634,982,THIAGO ALVES DA SILVA LIMA,RICARDO SARDA,Masculino,M3539,310,0:34:46,1:38:41,3:13:12,4:00:40,4:01:52,5:44
1635,3773,JOSE FRANCISCO DE SOUSA MEDEIROS,RTM,Masculino,M5054,100,0:38:49,1:50:39,3:21:58,4:00:42,4:01:24,5:44
1636,953,LUCAS PENTEADO FARIAS,EU MESMO,Masculino,M3034,202,0:39:04,1:48:13,3:19:39,4:00:44,4:05:01,5:44
1637,340,WILLIAM DOUGLAS VIEIRA MIRANDA,,Masculino,M3034,203,0:34:15,1:40:43,3:18:10,4:00:48,4:01:12,5:44
1638,988,TIESSA BUERGER NEUMANN,,Feminino,F2529,25,0:36:54,1:45:56,3:19:32,4:00:48,4:01:12,5:44
1639,3384,ALESSANDRO BORGES DE AGUIAR,,Masculino,M4549,197,0:39:02,1:47:54,3:20:29,4:00:48,4:02:33,5:44
1640,2936,ARIANE MEDEIROS GAZAPINA,EQUIPE GENTIL GOULART,Feminino,F4044,80,0:39:14,1:51:35,3:21:59,4:00:50,4:01:44,5:44
1641,2082,EMERSON NIEDERAUER BERNEIRA,,Masculino,M4549,198,0:40:16,1:50:23,3:21:16,4:00:51,4:02:21,5:44
1642,1603,GEOVANI APARECIDO DE SOUZA,DANILO FARIA ASSESSORIA ESPORTIVA,Masculino,M5054,101,0:37:00,1:49:03,3:20:50,4:00:58,4:02:07,5:44
1643,243,LUCIANA CORREIA DOS SANTOS,GO ON OUTDOOR,Feminino,F4549,45,0:40:28,1:53:13,3:26:10,4:00:58,4:02:04,5:44
1644,2927,JADERSON RIBEIRO BARATTO,CIA DOS CAVALOS,Masculino,M4044,331,0:34:05,1:40:11,3:15:31,4:00:59,4:01:23,5:44
1645,3765,JEAN CARLO LEANDRO,,Masculino,M3539,311,0:41:52,1:56:55,3:25:19,4:01:00,4:03:39,5:44
1646,720,FABIO HENRIQUE POLIDORO PAIVA,TOP ENERGY RUN,Masculino,M2024,30,0:40:50,1:51:56,3:21:28,4:01:00,4:02:38,5:44
1647,373,FERNANDO NUNES FACHINI,IAE FABIO PIERRY AE,Masculino,M4044,332,0:35:42,1:39:21,3:20:12,4:01:02,4:04:15,5:44
1648,639,JUNIOR SOUZA DO NASCIMENTO,TEAM CORRENDO NA FRENTE,Masculino,M3539,312,0:39:09,1:50:18,3:18:01,4:01:03,4:02:32,5:44
1649,1864,ANDRE LUIZ DE SOUZA BERNARDES,,Masculino,M3034,204,0:42:35,1:58:03,3:29:20,4:01:08,4:02:28,5:44
1650,969,LUIZ CARLOS MARTINS RAMOS,,Masculino,M4549,199,0:36:41,1:43:08,3:14:41,4:01:08,4:02:41,5:44
1651,442,ROSA MARIA GONZAGA CUNHA,MOVE ON,Feminino,F5559,9,0:39:13,1:49:38,3:19:35,4:01:09,4:02:00,5:44
1652,3529,SABINE STUMM,,Feminino,F3034,44,0:39:55,1:53:00,3:25:20,4:01:09,4:04:23,5:44
1653,2449,ISABELA V D PRECOMA,EQUIPE CORRE CORRE,Feminino,F2529,26,0:41:34,1:56:06,3:24:45,4:01:10,4:04:22,5:44
1654,2524,ALEXANDRE JORGE LEITE,,Masculino,M3539,313,0:40:26,1:53:34,3:25:55,4:01:14,4:03:55,5:44
1655,2361,GIOVANI SBRISSIA,EQUIPE CORRE CORRE,Masculino,M2529,90,0:41:33,1:56:06,3:24:44,4:01:14,4:04:28,5:44
1656,1491,MELISSA AGUIAR BATTISTI PORTO,FLORIPA RUNNERS,Feminino,F4549,46,0:39:02,1:49:13,3:20:09,4:01:15,4:02:34,5:44
1657,2714,FERNANDA ZANOTTI,JOANA FOLTZ,Feminino,F3034,45,0:39:54,1:51:55,3:23:21,4:01:17,4:03:37,5:44
1658,860,TATIANA IVANOV SANDIN,CARLOS VENTURINI,Feminino,F4549,47,0:42:06,1:56:07,3:23:33,4:01:20,4:03:06,5:45
1659,2300,LUIZ BRANDAO,PHD ENGENHARIA,Masculino,M3539,314,0:34:29,1:32:56,3:07:58,4:01:21,4:03:21,5:45
1660,240,LUCAS DA CRUZ DIAS,KAHA MULTISPORT,Masculino,M2529,91,0:42:10,1:57:56,3:25:55,4:01:21,4:04:20,5:45
1661,2698,NELCI FRANCISCO BARONE,,Masculino,M5559,43,0:38:54,1:48:39,3:16:06,4:01:23,4:04:12,5:45
1662,660,EROS VALERIO VENANCIO,,Masculino,M2529,92,0:37:59,1:49:08,3:21:02,4:01:28,4:03:34,5:45
1663,1905,EDSON FARALHI,MFTRUNNERS,Masculino,M5559,44,0:41:36,1:56:38,3:24:38,4:01:30,4:04:04,5:45
1664,1380,ARNALDO PINHEIRO CASTRO,MNHT CONSULTORIA ESPORTIVA,Masculino,M4044,333,0:41:24,1:54:22,3:24:43,4:01:33,4:03:22,5:45
1665,3761,MARCOS VINICIUS RODRIGUES OLIVEIRA,IMPERATRIZ RUNNING,Masculino,M4044,334,0:33:41,1:37:18,3:14:59,4:01:33,4:02:19,5:45
1666,3324,NEOEMEA ALMEIDA CRISTO,ARANHA RUNNERS,Feminino,F4549,48,0:38:59,1:49:13,3:19:19,4:01:44,4:02:35,5:46
1667,2297,GABRIEL FARIA ISFER DE LIMA,GRUPO DO BAY,Masculino,M2529,93,0:43:21,1:58:46,3:25:39,4:01:46,4:04:18,5:46
1668,2037,JEAN CARLO HANSCH,ACELERA,Masculino,M5054,102,0:38:26,1:48:19,3:18:25,4:01:50,4:04:06,5:46
1669,1242,GARYK JOSE VRATNY ASCANIO,,Masculino,M3034,205,0:37:29,1:41:30,3:14:58,4:01:55,4:05:12,5:46
1670,2109,BRUNA TOZATO NICODRA,SPADOTTO,Feminino,F3034,46,0:40:11,1:51:42,3:20:32,4:01:56,4:04:27,5:46
1671,2299,GUSTAVO BERNARDO DE SOUZA,LM SPORTS,Masculino,M3034,206,0:40:03,1:49:34,3:21:25,4:01:56,4:04:22,5:46
1672,3778,FLAVIA R FONSECA GREGORI,COMPANHIA DA CORRIDA,Feminino,F4549,49,0:40:01,1:52:05,3:21:34,4:01:58,4:03:29,5:46
1673,2900,DANIELLA MIRANDA RIBEIRO DE SOUZA,LOBO ASSESSORIA,Feminino,F3539,64,0:38:31,1:49:30,3:19:10,4:01:58,4:03:28,5:46
1674,2734,VAGNER DE SOUSA MARTINS,,Masculino,M3539,315,0:38:31,1:47:49,3:18:15,4:02:00,4:03:22,5:46
1675,1556,OSVALDO FILHO DE VECCHI,INDIVIDUAL,Masculino,M5559,45,0:38:07,1:45:42,3:14:44,4:02:02,4:06:17,5:46
1676,2693,RODRIGO HARUKI YASUMURA,JJTEAM,Masculino,M4044,335,0:40:46,1:54:13,3:24:25,4:02:05,4:03:56,5:46
1677,560,JOSE ROBERTO SIGISMONDI,GPA ASSESSORIA,Masculino,M4549,200,0:38:40,1:51:00,3:22:46,4:02:11,4:05:33,5:46
1678,194,FRANCIELLE ABREU,GOFIT,Feminino,F3539,65,0:39:06,1:49:55,3:21:10,4:02:14,4:03:11,5:46
1679,1962,CAMILA VIEIRA DE OLIVEIRA RODRIGUES,ALL LIMA,Feminino,F2529,27,0:39:40,1:51:53,3:23:34,4:02:17,4:03:34,5:46
1680,2745,RAFAEL SCHUMANN,,Masculino,M3539,316,0:40:29,1:52:49,3:23:02,4:02:18,4:05:12,5:46
1681,2935,VINICIUS HILLER,VLOZ ASSESSORIA ESPORTIVA,Masculino,M3539,317,0:40:40,1:54:34,3:27:36,4:02:19,4:03:10,5:46
1682,1171,LIDIOMAR JOSE MASCARELLO,NO MOMENTO NAO TENHO,Masculino,M5054,103,0:41:36,1:52:19,3:19:48,4:02:20,4:05:24,5:46
1683,3277,DENIS ALAN CARDOSO,040 - ZEROQUARENTA,Masculino,M3034,207,0:39:25,1:50:57,3:23:01,4:02:22,4:04:21,5:46
1684,123,ADALBERTO DOS SANTOS,GO ON OUTDOOR,Masculino,M4549,201,0:40:27,2:00:00,3:26:08,4:02:24,4:03:32,5:46
1685,1886,RAMON HAUPTMANN,,Masculino,M3539,318,0:41:54,1:52:25,3:22:39,4:02:26,4:05:39,5:46
1686,1353,FERNANDO CRISTOPOLISKI JR,,Masculino,M3034,208,0:39:19,1:49:46,3:19:43,4:02:33,4:03:46,5:47
1687,3336,NATHAN TREMEA LORENZI,,Masculino,M3034,209,0:39:29,1:51:10,3:24:06,4:02:34,4:04:32,5:47
1688,2384,GABRIEL DOS REIS,,Masculino,M3034,210,0:37:25,1:45:24,3:19:42,4:02:36,4:03:22,5:47
1689,482,JACKELINE BAPTISTA,ROMERO TRAINING ASSESSORIA ESPORTIVA,Feminino,F4549,50,0:40:28,1:51:02,3:21:35,4:02:39,4:04:58,5:47
1690,1221,JOSE EDUARDO SOUZA MARTINS,,Masculino,M4044,336,0:37:51,1:45:03,3:17:27,4:02:47,4:04:04,5:47
1691,1527,CAUE MACHADO DE SOUZA,,Masculino,M3034,211,0:37:52,1:44:51,3:17:28,4:02:49,4:04:05,5:47
1692,1762,RUBENS HIDEO KINA,ZV ASSESSORIA,Masculino,M6064,23,0:40:02,1:50:54,3:20:56,4:02:53,4:03:49,5:47
1693,2946,DIOGO DOS SANTOS GARCIA,,Masculino,M3539,319,0:35:53,1:46:59,3:19:42,4:02:59,4:03:18,5:47
1694,1045,ELIETH DANTAS DOS SANTOS,CURICAS RUNNERS,Feminino,F4549,51,0:36:00,1:42:59,3:12:00,4:03:06,4:03:57,5:47
1695,1908,SANDERSON DA SILVA BORGES,,Masculino,M4044,337,0:38:47,1:48:33,3:18:26,4:03:10,4:05:03,5:47
1696,917,JESSICA PEREIRA BRITO,CORREDORES DA MADRUGADA,Feminino,F3034,47,0:42:40,1:55:02,3:27:08,4:03:15,4:06:01,5:47
1697,1616,FRANCISCA MARCONIETE FERREIRA,APA PETROLINA,Feminino,F5559,10,0:40:26,1:50:49,3:25:05,4:03:17,4:05:13,5:47
1698,2925,FREDERICO MENDES,MM MARIO,Masculino,M3539,320,0:40:10,1:53:13,3:25:00,4:03:18,4:05:03,5:47
1699,3751,CAIRO LUCAS MACHADO PRATES,GPA,Masculino,M3539,321,0:41:50,1:57:35,3:29:21,4:03:20,4:06:08,5:47
1700,2092,LAYNA NASCIMENTO MOTTA,CINJO SPORTS,Feminino,F3539,66,0:41:35,1:53:08,3:25:18,4:03:22,4:06:26,5:47
1701,3284,LEANDRO MONTICELLI NUNES,GENTIL GOULARTE,Masculino,M3034,212,0:40:56,1:52:31,3:23:02,4:03:29,4:06:40,5:48
1702,2703,RAFAEL PEREIRA,,Masculino,M4549,202,0:38:10,1:46:17,3:18:29,4:03:35,4:05:54,5:48
1703,1701,MYRIAN PATRICIA ALCANTARA,BODYSPORTS,Feminino,F4549,52,0:38:42,1:50:25,3:24:06,4:03:43,4:05:37,5:48
1704,2049,ANDRE MEDEIROS,GAIVOTA RUN,Masculino,M2024,31,0:31:00,1:29:31,3:11:37,4:03:48,4:04:13,5:48
1705,2338,EDSON DE CASTRO,EQUIPE CORRE CORRE,Masculino,M4549,203,0:40:12,1:51:29,3:21:34,4:03:51,4:06:58,5:49
1706,2666,PRISCILA NICACIO,SPRINTAMIGOS DA CORRIDA,Feminino,F3539,67,0:41:57,1:55:07,3:25:28,4:03:55,4:06:09,5:49
1707,3557,ANDRE LUIS CASTRO,CONSULTORIO ODONTOLOGICO DR ANDRE CASTRO,Masculino,M4549,204,0:36:44,1:44:14,3:17:17,4:03:56,4:04:36,5:49
1708,3306,IVANA CERQUEIRA DE OLIVEIRA,FRARE ASSESSORIA ESPORTIVA,Feminino,F4549,53,0:37:32,1:47:05,3:18:36,4:03:58,4:05:43,5:49
1709,2469,JULIANA CABRAL,,Feminino,F3539,68,0:40:22,1:54:17,3:26:23,4:03:58,4:06:01,5:49
1710,768,RICARDO FELIX FLEITAS,RFELIX TRAINING,Masculino,M4044,338,0:40:13,1:51:45,3:23:19,4:03:59,4:06:15,5:49
1711,874,MARCOS VASCONCELOS,,Masculino,M5054,104,0:45:38,1:55:23,3:20:30,4:04:03,4:06:55,5:49
1712,3357,JULIA INES DIAZ,RENATOMAIA,Feminino,F6064,3,0:37:23,1:46:05,3:21:22,4:04:04,4:05:19,5:49
1713,3482,LUANA SOUZA LIMA,,Feminino,F3034,48,0:39:47,1:51:01,3:22:53,4:04:04,4:05:01,5:49
1714,3553,MATHEUS MATTIELLO DE OLIVEIRA BRITO,WINNERS,Masculino,M2529,94,0:42:25,1:50:58,3:21:09,4:04:08,4:04:08,5:49
1715,3604,JUAREZ FABIANO DE ALKMIM FILHO,BP ENDURANCE,Masculino,M5054,105,0:39:42,1:52:02,3:23:44,4:04:08,4:05:07,5:49
1716,2075,DIEDSON LIMA SOARES,FRANKNEY LOPES,Masculino,M4549,205,0:42:28,1:52:17,3:23:18,4:04:08,4:05:05,5:49
1717,2685,DANIELLE CHRISTINA DE SOUSA NUNES PESSOA,CORRER E PRECISO,Feminino,F4044,81,0:39:09,1:52:02,3:25:12,4:04:09,4:05:11,5:49
1718,3776,EVANDRO TRINDADE DE OLIVEIRA,,Masculino,M5054,106,0:38:09,1:47:57,3:19:07,4:04:20,4:05:18,5:49
1719,456,MARCOS AURELIO DE SOUZA,NAVEGA RUN,Masculino,M5054,107,0:34:23,1:37:51,3:20:17,4:04:28,4:07:15,5:49
1720,3346,VITOR FONTANARI,PRETTO TREINAMENTO,Masculino,M3034,213,0:36:42,1:43:23,3:18:25,4:04:28,4:05:49,5:49
1721,1845,CATIA SILVA QUEIROZ,,Feminino,F4044,82,0:38:08,1:50:02,3:24:23,4:04:29,4:05:19,5:49
1722,322,THIAGO RAFAEL JULIATTI BATINGA,BRIANI ASSESSORIA ESPORTIVA,Masculino,M3539,322,0:44:09,2:04:02,3:27:52,4:04:29,4:07:25,5:49
1723,1524,LUCIA ALMEIDA PEREIRA,,Feminino,F4549,54,0:38:11,1:50:03,3:24:24,4:04:30,4:05:20,5:49
1724,343,EDIVALDO PEREIRA DE OLIVEIRA,NAVAS TRI,Masculino,M7099,2,0:39:44,1:51:57,3:19:37,4:04:31,4:05:45,5:49
1725,1074,ISAURA TAGUTI,CINJO SPORTS,Feminino,F4549,55,0:41:34,1:53:19,3:25:19,4:04:32,4:07:36,5:49
1726,3471,CAIO AMARAL,42K,Masculino,M3539,323,0:36:07,1:42:06,3:16:30,4:04:39,4:06:04,5:49
1727,3512,GUILHERME POLLI DOS SANTOS,,Masculino,M4044,339,0:41:39,1:54:35,3:26:24,4:04:45,4:07:25,5:50
1728,869,NIL ROCHA,LEG ASSESSORIA,Masculino,M5559,46,0:41:49,1:55:29,3:26:04,4:04:46,4:07:04,5:50
1729,151,BRUNO FARIA,F2 ASSESSORIA ESPORTIVA,Masculino,M3539,324,0:36:39,1:42:36,3:10:50,4:04:47,4:05:26,5:50
1730,609,ROBERTO CORREA DA SILVEIRA,,Masculino,M4044,340,0:39:19,1:48:19,3:19:53,4:04:58,4:08:05,5:50
1731,2253,EDUARDO RAIMUNDO,EDUARDO TREINAMENTOS PERSONALIZADOS,Masculino,M5054,108,0:38:25,1:46:59,3:19:06,4:05:06,4:06:32,5:50
1732,1187,JOAO GUILHERME DE AVILA CAMARGO BRAGA,TRILOPEZ,Masculino,M3539,325,0:38:27,1:47:23,3:17:59,4:05:06,4:06:23,5:50
1733,2659,MARCELO DE OLIVEIRA,LOS LOUCOS,Masculino,M5054,109,0:45:19,,3:10:22,4:05:08,4:08:07,5:50
1734,1014,SABRINA KIVIA CORREIA GAMA SILVEIRA,,Feminino,F4044,83,0:41:30,1:56:00,3:27:19,4:05:08,4:07:39,5:50
1735,1797,MARCELO G RATTMANN,,Masculino,M5054,110,0:41:21,1:54:53,3:26:17,4:05:13,4:07:19,5:50
1736,570,MARCOS VINICIOS CARDOSO,ELTON ACESSORIA,Masculino,M3539,326,0:35:37,1:44:16,3:19:15,4:05:19,4:05:51,5:50
1737,1855,LETICIA PESSOA SAO PAIO,TORRES TRAIL,Feminino,F4044,84,0:36:19,1:49:03,3:25:15,4:05:26,4:07:56,5:50
1738,3596,FRANCIS SILVEIRA,ALEX THOME,Masculino,M4044,341,0:38:44,1:49:04,3:20:46,4:05:30,4:08:07,5:50
1739,2308,PAULO CESAR ONZI DA ROSA,,Masculino,M4044,342,0:37:36,1:45:21,3:17:29,4:05:34,4:08:04,5:51
1740,3564,RAFAEL ORTHMANN,TOP FIT TRAINING CENTER,Masculino,M3539,327,0:39:46,1:51:08,3:23:19,4:05:37,4:07:05,5:51
1741,954,GABRIEL GUEDES,,Masculino,M3034,214,0:40:26,1:51:50,3:23:22,4:05:39,4:08:34,5:51
1742,501,ROGERIO JOSE ACCIONI,SAVAZONI RUNNING TEAM,Masculino,M5054,111,0:40:51,1:53:09,3:23:05,4:05:43,4:07:31,5:51
1743,2955,LEANDRO CASCARDO DE SOUZA,,Masculino,M3034,215,0:40:10,1:51:33,3:22:01,4:05:43,4:08:56,5:51
1744,1846,RODRIGO DE SOUZA,FS ASSESSORIA,Masculino,M3034,216,0:40:28,1:55:45,3:27:26,4:05:46,4:08:16,5:51
1745,491,ERICA REGINA KUNIGAMI,SAVAZONI RUNNING TEAM,Feminino,F3539,69,0:40:51,1:53:11,3:23:06,4:05:46,4:07:35,5:51
1746,728,ADRIANO GRAMS,JUSTRUN,Masculino,M5054,112,0:39:45,1:51:28,3:24:16,4:05:48,4:07:36,5:51
1747,3575,CARLOS CZIULIK,,Masculino,M6064,24,0:37:00,1:45:36,3:20:43,4:05:52,4:06:37,5:51
1748,593,ERICK DAVID ALIENDRES CHIGUITA,,Masculino,M2529,95,0:31:20,1:28:54,3:12:38,4:05:52,4:06:35,5:51
1749,3624,AUGUSTO EBERT DA SILVA,,Masculino,M2529,96,0:36:58,1:45:49,3:22:04,4:05:53,4:06:37,5:51
1750,1712,DEVAIR INACIO DOS SANTOS,,Masculino,M4549,206,0:33:54,1:43:15,3:21:16,4:06:09,4:06:23,5:52
1751,472,WILLIAN GALIEGO,OJANIOASSESSORIA,Masculino,M4549,207,0:35:14,1:43:01,3:19:22,4:06:14,4:06:50,5:52
1752,2643,ANA PAULA DA SILVA SANTOS,FORCA NA CANELA,Feminino,F4549,56,0:39:08,1:50:54,3:23:50,4:06:14,4:07:23,5:52
1753,3591,DAIANA SANTOS SILVA KOKUMAI,RENATO MAIA,Feminino,F4044,85,0:38:12,1:48:44,3:22:58,4:06:21,4:08:33,5:52
1754,2406,CLEUNICE DA ROSA,AASLO,Feminino,F4044,86,0:37:40,1:48:03,3:22:24,4:06:21,4:07:03,5:52
1755,2519,FABIO SARRAFF,,Masculino,M5054,113,0:40:56,1:54:51,3:28:08,4:06:31,4:08:10,5:52
1756,2518,GRACE VENDRAMETTO SARRAFF,ADONAI ARMSTRONG,Feminino,F4549,57,0:40:57,1:54:53,3:28:08,4:06:32,4:08:11,5:52
1757,3535,RENATO BORJAS FORNE,,Masculino,M3539,328,0:41:56,1:52:44,3:21:01,4:06:38,4:08:09,5:52
1758,2095,DIEGO COSTA MAGALHAES,L2A,Masculino,M3539,329,0:38:21,1:49:47,3:21:38,4:06:43,4:07:54,5:52
1759,1170,PEDRO STEVAN SABAN,,Masculino,M3539,330,0:38:22,1:49:51,3:21:39,4:06:46,4:07:54,5:53
1760,1515,ELCY RODRIGUES DE SOUTO JUNIOR,,Masculino,M4549,208,0:39:22,1:52:45,3:26:17,4:06:49,4:07:41,5:53
1761,2337,RENATO IGUERA SOARES,,Masculino,M3539,331,0:45:00,1:58:58,3:28:02,4:06:59,4:09:45,5:53
1762,826,FILIPE CARVALHO,,Masculino,M3539,332,0:34:28,1:39:23,3:17:59,4:07:02,4:09:05,5:53
1763,146,ANTONIO JOAO DA SILVA,L3LIZ,Masculino,M5054,114,0:40:33,1:54:35,3:27:35,4:07:09,4:07:44,5:53
1764,1758,LARISSA DOS REIS FERREIRA,ANDERSON MATOSCALANGOS MOTIVACAO,Feminino,F3539,70,0:41:39,1:56:32,3:27:41,4:07:13,4:08:12,5:53
